Energy Usage Information
"For location: CA RED FEATHER CT APPLE VALLEY 92307"

Meter Reading Information
"Type of readings: Electricity"

Summary of Electric Power Usage Information*
"Your download will contain interval usage data that is currently available for your selected Service Account. Based on how our systems process and categorize usage data, your download may contain usage data of the following types: actual, estimated, validated or missing. "

Detailed Usage
"Start date: 2021-10-21 23:00:00  for 15 days"

"Data for period starting: 2021-10-22 00:00:00  for 24 hours"
Energy  Delivered time period,Usage Delivered(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-10-29 13:15:00 to 2021-10-29 13:30:00","1.190",""
"2021-10-29 13:30:00 to 2021-10-29 13:45:00","1.320",""
"2021-10-29 13:45:00 to 2021-10-29 14:00:00","1.290",""
"2021-10-29 14:00:00 to 2021-10-29 14:15:00","1.180",""
"2021-10-29 14:15:00 to 2021-10-29 14:30:00","1.330",""
"2021-10-29 14:30:00 to 2021-10-29 14:45:00","1.300",""
"2021-10-29 14:45:00 to 2021-10-29 15:00:00","1.280",""
"2021-10-29 15:00:00 to 2021-10-29 15:15:00","1.280",""
"2021-10-29 15:15:00 to 2021-10-29 15:30:00","1.180",""
"2021-10-29 15:30:00 to 2021-10-29 15:45:00","1.110",""
"2021-10-29 15:45:00 to 2021-10-29 16:00:00","1.120",""
"2021-10-29 16:00:00 to 2021-10-29 16:15:00","1.020",""
"2021-10-29 16:15:00 to 2021-10-29 16:30:00","0.940",""
"2021-10-29 16:30:00 to 2021-10-29 16:45:00","0.830",""
"2021-10-29 16:45:00 to 2021-10-29 17:00:00","0.700",""
"2021-10-29 17:00:00 to 2021-10-29 17:15:00","0.560",""
"2021-10-29 17:15:00 to 2021-10-29 17:30:00","0.380",""
"2021-10-29 17:30:00 to 2021-10-29 17:45:00","0.200",""
"2021-10-29 17:45:00 to 2021-10-29 18:00:00","0.010",""
"2021-10-29 18:00:00 to 2021-10-29 18:15:00","0.000",""
"2021-10-29 18:15:00 to 2021-10-29 18:30:00","0.000",""
"2021-10-29 18:30:00 to 2021-10-29 18:45:00","0.000",""
"2021-10-29 18:45:00 to 2021-10-29 19:00:00","0.000",""
"2021-10-29 19:00:00 to 2021-10-29 19:15:00","0.000",""
"2021-10-29 19:15:00 to 2021-10-29 19:30:00","0.000",""
"2021-10-29 19:30:00 to 2021-10-29 19:45:00","0.000",""
"2021-10-29 19:45:00 to 2021-10-29 20:00:00","0.000",""
"2021-10-29 20:00:00 to 2021-10-29 20:15:00","0.000",""
"2021-10-29 20:15:00 to 2021-10-29 20:30:00","0.000",""
"2021-10-29 20:30:00 to 2021-10-29 20:45:00","0.000",""
"2021-10-29 20:45:00 to 2021-10-29 21:00:00","0.000",""
"2021-10-29 21:00:00 to 2021-10-29 21:15:00","0.000",""
"2021-10-29 21:15:00 to 2021-10-29 21:30:00","0.000",""
"2021-10-29 21:30:00 to 2021-10-29 21:45:00","0.000",""
"2021-10-29 21:45:00 to 2021-10-29 22:00:00","0.000",""
"2021-10-29 22:00:00 to 2021-10-29 22:15:00","0.000",""
"2021-10-29 22:15:00 to 2021-10-29 22:30:00","0.000",""
"2021-10-29 22:30:00 to 2021-10-29 22:45:00","0.000",""
"2021-10-29 22:45:00 to 2021-10-29 23:00:00","0.000",""
"2021-10-29 23:00:00 to 2021-10-29 23:15:00","0.000",""
"2021-10-29 23:15:00 to 2021-10-29 23:30:00","0.000",""
"2021-10-29 23:30:00 to 2021-10-29 23:45:00","0.000",""
"2021-10-29 23:45:00 to 2021-10-30 00:00:00","0.000",""

"Data for period starting: 2021-10-30 00:00:00  for 24 hours"
Energy  Delivered time period,Usage Delivered(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-10-30 00:00:00 to 2021-10-30 00:15:00","0.130",""
"2021-10-30 00:15:00 to 2021-10-30 00:30:00","0.100",""
"2021-10-30 00:30:00 to 2021-10-30 00:45:00","0.120",""
"2021-10-30 00:45:00 to 2021-10-30 01:00:00","0.120",""
"2021-10-30 01:00:00 to 2021-10-30 01:15:00","0.120",""
"2021-10-30 01:15:00 to 2021-10-30 01:30:00","0.120",""
"2021-10-30 01:30:00 to 2021-10-30 01:45:00","0.120",""
"2021-10-30 01:45:00 to 2021-10-30 02:00:00","0.110",""
"2021-10-30 02:00:00 to 2021-10-30 02:15:00","0.100",""
"2021-10-30 02:15:00 to 2021-10-30 02:30:00","0.100",""
"2021-10-30 02:30:00 to 2021-10-30 02:45:00","0.110",""
"2021-10-30 02:45:00 to 2021-10-30 03:00:00","0.120",""
"2021-10-30 03:00:00 to 2021-10-30 03:15:00","0.120",""
"2021-10-30 03:15:00 to 2021-10-30 03:30:00","0.120",""
"2021-10-30 03:30:00 to 2021-10-30 03:45:00","0.110",""
"2021-10-30 03:45:00 to 2021-10-30 04:00:00","0.100",""
"2021-10-30 04:00:00 to 2021-10-30 04:15:00","0.090",""
"2021-10-30 04:15:00 to 2021-10-30 04:30:00","0.110",""
"2021-10-30 04:30:00 to 2021-10-30 04:45:00","0.120",""
"2021-10-30 04:45:00 to 2021-10-30 05:00:00","0.120",""
"2021-10-30 05:00:00 to 2021-10-30 05:15:00","0.120",""
"2021-10-30 05:15:00 to 2021-10-30 05:30:00","0.100",""
"2021-10-30 05:30:00 to 2021-10-30 05:45:00","0.200",""
"2021-10-30 05:45:00 to 2021-10-30 06:00:00","0.220",""
"2021-10-30 06:00:00 to 2021-10-30 06:15:00","0.230",""
"2021-10-30 06:15:00 to 2021-10-30 06:30:00","0.240",""
"2021-10-30 06:30:00 to 2021-10-30 06:45:00","0.220",""
"2021-10-30 06:45:00 to 2021-10-30 07:00:00","0.220",""
"2021-10-30 07:00:00 to 2021-10-30 07:15:00","0.210",""
"2021-10-30 07:15:00 to 2021-10-30 07:30:00","0.200",""
"2021-10-30 07:30:00 to 2021-10-30 07:45:00","0.200",""
"2021-10-30 07:45:00 to 2021-10-30 08:00:00","0.190",""
"2021-10-30 08:00:00 to 2021-10-30 08:15:00","0.190",""
"2021-10-30 08:15:00 to 2021-10-30 08:30:00","0.180",""
"2021-10-30 08:30:00 to 2021-10-30 08:45:00","0.140",""
"2021-10-30 08:45:00 to 2021-10-30 09:00:00","0.130",""
"2021-10-30 09:00:00 to 2021-10-30 09:15:00","0.150",""
"2021-10-30 09:15:00 to 2021-10-30 09:30:00","0.150",""
"2021-10-30 09:30:00 to 2021-10-30 09:45:00","0.100",""
"2021-10-30 09:45:00 to 2021-10-30 10:00:00","0.030",""
"2021-10-30 10:00:00 to 2021-10-30 10:15:00","0.000",""
"2021-10-30 10:15:00 to 2021-10-30 10:30:00","0.000",""
"2021-10-30 10:30:00 to 2021-10-30 10:45:00","0.000",""
"2021-10-30 10:45:00 to 2021-10-30 11:00:00","0.000",""
"2021-10-30 11:00:00 to 2021-10-30 11:15:00","0.000",""
"2021-10-30 11:15:00 to 2021-10-30 11:30:00","0.000",""
"2021-10-30 11:30:00 to 2021-10-30 11:45:00","0.000",""
"2021-10-30 11:45:00 to 2021-10-30 12:00:00","0.000",""
"2021-10-30 12:00:00 to 2021-10-30 12:15:00","0.000",""
"2021-10-30 12:15:00 to 2021-10-30 12:30:00","0.000",""
"2021-10-30 12:30:00 to 2021-10-30 12:45:00","0.000",""
"2021-10-30 12:45:00 to 2021-10-30 13:00:00","0.000",""
"2021-10-30 13:00:00 to 2021-10-30 13:15:00","0.000",""
"2021-10-30 13:15:00 to 2021-10-30 13:30:00","0.000",""
"2021-10-30 13:30:00 to 2021-10-30 13:45:00","0.000",""
"2021-10-30 13:45:00 to 2021-10-30 14:00:00","0.000",""
"2021-10-30 14:00:00 to 2021-10-30 14:15:00","0.000",""
"2021-10-30 14:15:00 to 2021-10-30 14:30:00","0.000",""
"2021-10-30 14:30:00 to 2021-10-30 14:45:00","0.000",""
"2021-10-30 14:45:00 to 2021-10-30 15:00:00","0.000",""
"2021-10-30 15:00:00 to 2021-10-30 15:15:00","0.000",""
"2021-10-30 15:15:00 to 2021-10-30 15:30:00","0.000",""
"2021-10-30 15:30:00 to 2021-10-30 15:45:00","0.000",""
"2021-10-30 15:45:00 to 2021-10-30 16:00:00","0.000",""
"2021-10-30 16:00:00 to 2021-10-30 16:15:00","0.000",""
"2021-10-30 16:15:00 to 2021-10-30 16:30:00","0.000",""
"2021-10-30 16:30:00 to 2021-10-30 16:45:00","0.000",""
"2021-10-30 16:45:00 to 2021-10-30 17:00:00","0.000",""
"2021-10-30 17:00:00 to 2021-10-30 17:15:00","0.030",""
"2021-10-30 17:15:00 to 2021-10-30 17:30:00","0.100",""
"2021-10-30 17:30:00 to 2021-10-30 17:45:00","0.090",""
"2021-10-30 17:45:00 to 2021-10-30 18:00:00","0.140",""
"2021-10-30 18:00:00 to 2021-10-30 18:15:00","0.140",""
"2021-10-30 18:15:00 to 2021-10-30 18:30:00","0.120",""
"2021-10-30 18:30:00 to 2021-10-30 18:45:00","0.120",""
"2021-10-30 18:45:00 to 2021-10-30 19:00:00","0.130",""
"2021-10-30 19:00:00 to 2021-10-30 19:15:00","0.120",""
"2021-10-30 19:15:00 to 2021-10-30 19:30:00","0.120",""
"2021-10-30 19:30:00 to 2021-10-30 19:45:00","0.100",""
"2021-10-30 19:45:00 to 2021-10-30 20:00:00","0.090",""
"2021-10-30 20:00:00 to 2021-10-30 20:15:00","0.110",""
"2021-10-30 20:15:00 to 2021-10-30 20:30:00","0.130",""
"2021-10-30 20:30:00 to 2021-10-30 20:45:00","0.120",""
"2021-10-30 20:45:00 to 2021-10-30 21:00:00","0.120",""
"2021-10-30 21:00:00 to 2021-10-30 21:15:00","0.090",""
"2021-10-30 21:15:00 to 2021-10-30 21:30:00","0.100",""
"2021-10-30 21:30:00 to 2021-10-30 21:45:00","0.070",""
"2021-10-30 21:45:00 to 2021-10-30 22:00:00","0.070",""
"2021-10-30 22:00:00 to 2021-10-30 22:15:00","0.100",""
"2021-10-30 22:15:00 to 2021-10-30 22:30:00","0.100",""
"2021-10-30 22:30:00 to 2021-10-30 22:45:00","0.110",""
"2021-10-30 22:45:00 to 2021-10-30 23:00:00","0.090",""
"2021-10-30 23:00:00 to 2021-10-30 23:15:00","0.090",""
"2021-10-30 23:15:00 to 2021-10-30 23:30:00","0.080",""
"2021-10-30 23:30:00 to 2021-10-30 23:45:00","0.070",""
"2021-10-30 23:45:00 to 2021-10-31 00:00:00","0.100",""

"Data for period starting: 2021-10-30 00:00:00  for 24 hours"
Energy  Received time period,Usage Received(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-10-30 00:00:00 to 2021-10-30 00:15:00","0.000",""
"2021-10-30 00:15:00 to 2021-10-30 00:30:00","0.000",""
"2021-10-30 00:30:00 to 2021-10-30 00:45:00","0.000",""
"2021-10-30 00:45:00 to 2021-10-30 01:00:00","0.000",""
"2021-10-30 01:00:00 to 2021-10-30 01:15:00","0.000",""
"2021-10-30 01:15:00 to 2021-10-30 01:30:00","0.000",""
"2021-10-30 01:30:00 to 2021-10-30 01:45:00","0.000",""
"2021-10-30 01:45:00 to 2021-10-30 02:00:00","0.000",""
"2021-10-30 02:00:00 to 2021-10-30 02:15:00","0.000",""
"2021-10-30 02:15:00 to 2021-10-30 02:30:00","0.000",""
"2021-10-30 02:30:00 to 2021-10-30 02:45:00","0.000",""
"2021-10-30 02:45:00 to 2021-10-30 03:00:00","0.000",""
"2021-10-30 03:00:00 to 2021-10-30 03:15:00","0.000",""
"2021-10-30 03:15:00 to 2021-10-30 03:30:00","0.000",""
"2021-10-30 03:30:00 to 2021-10-30 03:45:00","0.000",""
"2021-10-30 03:45:00 to 2021-10-30 04:00:00","0.000",""
"2021-10-30 04:00:00 to 2021-10-30 04:15:00","0.000",""
"2021-10-30 04:15:00 to 2021-10-30 04:30:00","0.000",""
"2021-10-30 04:30:00 to 2021-10-30 04:45:00","0.000",""
"2021-10-30 04:45:00 to 2021-10-30 05:00:00","0.000",""
"2021-10-30 05:00:00 to 2021-10-30 05:15:00","0.000",""
"2021-10-30 05:15:00 to 2021-10-30 05:30:00","0.000",""
"2021-10-30 05:30:00 to 2021-10-30 05:45:00","0.000",""
"2021-10-30 05:45:00 to 2021-10-30 06:00:00","0.000",""
"2021-10-30 06:00:00 to 2021-10-30 06:15:00","0.000",""
"2021-10-30 06:15:00 to 2021-10-30 06:30:00","0.000",""
"2021-10-30 06:30:00 to 2021-10-30 06:45:00","0.000",""
"2021-10-30 06:45:00 to 2021-10-30 07:00:00","0.000",""
"2021-10-30 07:00:00 to 2021-10-30 07:15:00","0.000",""
"2021-10-30 07:15:00 to 2021-10-30 07:30:00","0.000",""
"2021-10-30 07:30:00 to 2021-10-30 07:45:00","0.000",""
"2021-10-30 07:45:00 to 2021-10-30 08:00:00","0.000",""
"2021-10-30 08:00:00 to 2021-10-30 08:15:00","0.000",""
"2021-10-30 08:15:00 to 2021-10-30 08:30:00","0.000",""
"2021-10-30 08:30:00 to 2021-10-30 08:45:00","0.000",""
"2021-10-30 08:45:00 to 2021-10-30 09:00:00","0.000",""
"2021-10-30 09:00:00 to 2021-10-30 09:15:00","0.000",""
"2021-10-30 09:15:00 to 2021-10-30 09:30:00","0.000",""
"2021-10-30 09:30:00 to 2021-10-30 09:45:00","0.000",""
"2021-10-30 09:45:00 to 2021-10-30 10:00:00","0.000",""
"2021-10-30 10:00:00 to 2021-10-30 10:15:00","0.090",""
"2021-10-30 10:15:00 to 2021-10-30 10:30:00","0.230",""
"2021-10-30 10:30:00 to 2021-10-30 10:45:00","0.320",""
"2021-10-30 10:45:00 to 2021-10-30 11:00:00","0.380",""
"2021-10-30 11:00:00 to 2021-10-30 11:15:00","0.480",""
"2021-10-30 11:15:00 to 2021-10-30 11:30:00","0.580",""
"2021-10-30 11:30:00 to 2021-10-30 11:45:00","0.720",""
"2021-10-30 11:45:00 to 2021-10-30 12:00:00","0.850",""
"2021-10-30 12:00:00 to 2021-10-30 12:15:00","0.950",""
"2021-10-30 12:15:00 to 2021-10-30 12:30:00","0.970",""
"2021-10-30 12:30:00 to 2021-10-30 12:45:00","1.010",""
"2021-10-30 12:45:00 to 2021-10-30 13:00:00","1.030",""
"2021-10-30 13:00:00 to 2021-10-30 13:15:00","1.170",""
"2021-10-30 13:15:00 to 2021-10-30 13:30:00","1.250",""
"2021-10-30 13:30:00 to 2021-10-30 13:45:00","1.110",""
"2021-10-30 13:45:00 to 2021-10-30 14:00:00","1.220",""
"2021-10-30 14:00:00 to 2021-10-30 14:15:00","1.420",""
"2021-10-30 14:15:00 to 2021-10-30 14:30:00","1.410",""
"2021-10-30 14:30:00 to 2021-10-30 14:45:00","1.270",""
"2021-10-30 14:45:00 to 2021-10-30 15:00:00","1.060",""
"2021-10-30 15:00:00 to 2021-10-30 15:15:00","1.200",""
"2021-10-30 15:15:00 to 2021-10-30 15:30:00","0.950",""
"2021-10-30 15:30:00 to 2021-10-30 15:45:00","0.730",""
"2021-10-30 15:45:00 to 2021-10-30 16:00:00","0.920",""
"2021-10-30 16:00:00 to 2021-10-30 16:15:00","1.070",""
"2021-10-30 16:15:00 to 2021-10-30 16:30:00","0.930",""
"2021-10-30 16:30:00 to 2021-10-30 16:45:00","0.840",""
"2021-10-30 16:45:00 to 2021-10-30 17:00:00","0.610",""
"2021-10-30 17:00:00 to 2021-10-30 17:15:00","0.240",""
"2021-10-30 17:15:00 to 2021-10-30 17:30:00","0.000",""
"2021-10-30 17:30:00 to 2021-10-30 17:45:00","0.000",""
"2021-10-30 17:45:00 to 2021-10-30 18:00:00","0.000",""
"2021-10-30 18:00:00 to 2021-10-30 18:15:00","0.000",""
"2021-10-30 18:15:00 to 2021-10-30 18:30:00","0.000",""
"2021-10-30 18:30:00 to 2021-10-30 18:45:00","0.000",""
"2021-10-30 18:45:00 to 2021-10-30 19:00:00","0.000",""
"2021-10-30 19:00:00 to 2021-10-30 19:15:00","0.000",""
"2021-10-30 19:15:00 to 2021-10-30 19:30:00","0.000",""
"2021-10-30 19:30:00 to 2021-10-30 19:45:00","0.000",""
"2021-10-30 19:45:00 to 2021-10-30 20:00:00","0.000",""
"2021-10-30 20:00:00 to 2021-10-30 20:15:00","0.000",""
"2021-10-30 20:15:00 to 2021-10-30 20:30:00","0.000",""
"2021-10-30 20:30:00 to 2021-10-30 20:45:00","0.000",""
"2021-10-30 20:45:00 to 2021-10-30 21:00:00","0.000",""
"2021-10-30 21:00:00 to 2021-10-30 21:15:00","0.000",""
"2021-10-30 21:15:00 to 2021-10-30 21:30:00","0.000",""
"2021-10-30 21:30:00 to 2021-10-30 21:45:00","0.000",""
"2021-10-30 21:45:00 to 2021-10-30 22:00:00","0.000",""
"2021-10-30 22:00:00 to 2021-10-30 22:15:00","0.000",""
"2021-10-30 22:15:00 to 2021-10-30 22:30:00","0.000",""
"2021-10-30 22:30:00 to 2021-10-30 22:45:00","0.000",""
"2021-10-30 22:45:00 to 2021-10-30 23:00:00","0.000",""
"2021-10-30 23:00:00 to 2021-10-30 23:15:00","0.000",""
"2021-10-30 23:15:00 to 2021-10-30 23:30:00","0.000",""
"2021-10-30 23:30:00 to 2021-10-30 23:45:00","0.000",""
"2021-10-30 23:45:00 to 2021-10-31 00:00:00","0.000",""

"Data for period starting: 2021-10-31 00:00:00  for 24 hours"
Energy  Delivered time period,Usage Delivered(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-10-31 00:00:00 to 2021-10-31 00:15:00","0.100",""
"2021-10-31 00:15:00 to 2021-10-31 00:30:00","0.100",""
"2021-10-31 00:30:00 to 2021-10-31 00:45:00","0.100",""
"2021-10-31 00:45:00 to 2021-10-31 01:00:00","0.080",""
"2021-10-31 01:00:00 to 2021-10-31 01:15:00","0.080",""
"2021-10-31 01:15:00 to 2021-10-31 01:30:00","0.070",""
"2021-10-31 01:30:00 to 2021-10-31 01:45:00","0.100",""
"2021-10-31 01:45:00 to 2021-10-31 02:00:00","0.100",""
"2021-10-31 02:00:00 to 2021-10-31 02:15:00","0.100",""
"2021-10-31 02:15:00 to 2021-10-31 02:30:00","0.090",""
"2021-10-31 02:30:00 to 2021-10-31 02:45:00","0.090",""
"2021-10-31 02:45:00 to 2021-10-31 03:00:00","0.070",""
"2021-10-31 03:00:00 to 2021-10-31 03:15:00","0.080",""
"2021-10-31 03:15:00 to 2021-10-31 03:30:00","0.110",""
"2021-10-31 03:30:00 to 2021-10-31 03:45:00","0.090",""
"2021-10-31 03:45:00 to 2021-10-31 04:00:00","0.100",""
"2021-10-31 04:00:00 to 2021-10-31 04:15:00","0.090",""
"2021-10-31 04:15:00 to 2021-10-31 04:30:00","0.070",""
"2021-10-31 04:30:00 to 2021-10-31 04:45:00","0.070",""
"2021-10-31 04:45:00 to 2021-10-31 05:00:00","0.100",""
"2021-10-31 05:00:00 to 2021-10-31 05:15:00","0.100",""
"2021-10-31 05:15:00 to 2021-10-31 05:30:00","0.110",""
"2021-10-31 05:30:00 to 2021-10-31 05:45:00","0.200",""
"2021-10-31 05:45:00 to 2021-10-31 06:00:00","0.180",""
"2021-10-31 06:00:00 to 2021-10-31 06:15:00","0.190",""
"2021-10-31 06:15:00 to 2021-10-31 06:30:00","0.200",""
"2021-10-31 06:30:00 to 2021-10-31 06:45:00","0.210",""
"2021-10-31 06:45:00 to 2021-10-31 07:00:00","0.210",""
"2021-10-31 07:00:00 to 2021-10-31 07:15:00","0.210",""
"2021-10-31 07:15:00 to 2021-10-31 07:30:00","0.190",""
"2021-10-31 07:30:00 to 2021-10-31 07:45:00","0.160",""
"2021-10-31 07:45:00 to 2021-10-31 08:00:00","0.170",""
"2021-10-31 08:00:00 to 2021-10-31 08:15:00","0.160",""
"2021-10-31 08:15:00 to 2021-10-31 08:30:00","0.160",""
"2021-10-31 08:30:00 to 2021-10-31 08:45:00","0.140",""
"2021-10-31 08:45:00 to 2021-10-31 09:00:00","0.120",""
"2021-10-31 09:00:00 to 2021-10-31 09:15:00","0.110",""
"2021-10-31 09:15:00 to 2021-10-31 09:30:00","0.100",""
"2021-10-31 09:30:00 to 2021-10-31 09:45:00","0.090",""
"2021-10-31 09:45:00 to 2021-10-31 10:00:00","0.020",""
"2021-10-31 10:00:00 to 2021-10-31 10:15:00","0.000",""
"2021-10-31 10:15:00 to 2021-10-31 10:30:00","0.020",""
"2021-10-31 10:30:00 to 2021-10-31 10:45:00","0.000",""
"2021-10-31 10:45:00 to 2021-10-31 11:00:00","0.000",""
"2021-10-31 11:00:00 to 2021-10-31 11:15:00","0.000",""
"2021-10-31 11:15:00 to 2021-10-31 11:30:00","0.000",""
"2021-10-31 11:30:00 to 2021-10-31 11:45:00","0.000",""
"2021-10-31 11:45:00 to 2021-10-31 12:00:00","0.000",""
"2021-10-31 12:00:00 to 2021-10-31 12:15:00","0.000",""
"2021-10-31 12:15:00 to 2021-10-31 12:30:00","0.000",""
"2021-10-31 12:30:00 to 2021-10-31 12:45:00","0.000",""
"2021-10-31 12:45:00 to 2021-10-31 13:00:00","0.000",""
"2021-10-31 13:00:00 to 2021-10-31 13:15:00","0.000",""
"2021-10-31 13:15:00 to 2021-10-31 13:30:00","0.000",""
"2021-10-31 13:30:00 to 2021-10-31 13:45:00","0.000",""
"2021-10-31 13:45:00 to 2021-10-31 14:00:00","0.000",""
"2021-10-31 14:00:00 to 2021-10-31 14:15:00","0.000",""
"2021-10-31 14:15:00 to 2021-10-31 14:30:00","0.000",""
"2021-10-31 14:30:00 to 2021-10-31 14:45:00","0.000",""
"2021-10-31 14:45:00 to 2021-10-31 15:00:00","0.000",""
"2021-10-31 15:00:00 to 2021-10-31 15:15:00","0.000",""
"2021-10-31 15:15:00 to 2021-10-31 15:30:00","0.000",""
"2021-10-31 15:30:00 to 2021-10-31 15:45:00","0.000",""
"2021-10-31 15:45:00 to 2021-10-31 16:00:00","0.000",""
"2021-10-31 16:00:00 to 2021-10-31 16:15:00","0.000",""
"2021-10-31 16:15:00 to 2021-10-31 16:30:00","0.000",""
"2021-10-31 16:30:00 to 2021-10-31 16:45:00","0.000",""
"2021-10-31 16:45:00 to 2021-10-31 17:00:00","0.010",""
"2021-10-31 17:00:00 to 2021-10-31 17:15:00","0.010",""
"2021-10-31 17:15:00 to 2021-10-31 17:30:00","0.110",""
"2021-10-31 17:30:00 to 2021-10-31 17:45:00","0.120",""
"2021-10-31 17:45:00 to 2021-10-31 18:00:00","0.240",""
"2021-10-31 18:00:00 to 2021-10-31 18:15:00","0.170",""
"2021-10-31 18:15:00 to 2021-10-31 18:30:00","0.140",""
"2021-10-31 18:30:00 to 2021-10-31 18:45:00","0.120",""
"2021-10-31 18:45:00 to 2021-10-31 19:00:00","0.180",""
"2021-10-31 19:00:00 to 2021-10-31 19:15:00","0.200",""
"2021-10-31 19:15:00 to 2021-10-31 19:30:00","0.190",""
"2021-10-31 19:30:00 to 2021-10-31 19:45:00","0.190",""
"2021-10-31 19:45:00 to 2021-10-31 20:00:00","0.280",""
"2021-10-31 20:00:00 to 2021-10-31 20:15:00","0.230",""
"2021-10-31 20:15:00 to 2021-10-31 20:30:00","0.250",""
"2021-10-31 20:30:00 to 2021-10-31 20:45:00","0.270",""
"2021-10-31 20:45:00 to 2021-10-31 21:00:00","0.270",""
"2021-10-31 21:00:00 to 2021-10-31 21:15:00","0.280",""
"2021-10-31 21:15:00 to 2021-10-31 21:30:00","0.400",""
"2021-10-31 21:30:00 to 2021-10-31 21:45:00","0.440",""
"2021-10-31 21:45:00 to 2021-10-31 22:00:00","0.340",""
"2021-10-31 22:00:00 to 2021-10-31 22:15:00","0.320",""
"2021-10-31 22:15:00 to 2021-10-31 22:30:00","0.160",""
"2021-10-31 22:30:00 to 2021-10-31 22:45:00","0.140",""
"2021-10-31 22:45:00 to 2021-10-31 23:00:00","0.160",""
"2021-10-31 23:00:00 to 2021-10-31 23:15:00","0.170",""
"2021-10-31 23:15:00 to 2021-10-31 23:30:00","0.160",""
"2021-10-31 23:30:00 to 2021-10-31 23:45:00","0.160",""
"2021-10-31 23:45:00 to 2021-11-01 00:00:00","0.130",""

"Data for period starting: 2021-10-31 00:00:00  for 24 hours"
Energy  Received time period,Usage Received(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-10-31 00:00:00 to 2021-10-31 00:15:00","0.000",""
"2021-10-31 00:15:00 to 2021-10-31 00:30:00","0.000",""
"2021-10-31 00:30:00 to 2021-10-31 00:45:00","0.000",""
"2021-10-31 00:45:00 to 2021-10-31 01:00:00","0.000",""
"2021-10-31 01:00:00 to 2021-10-31 01:15:00","0.000",""
"2021-10-31 01:15:00 to 2021-10-31 01:30:00","0.000",""
"2021-10-31 01:30:00 to 2021-10-31 01:45:00","0.000",""
"2021-10-31 01:45:00 to 2021-10-31 02:00:00","0.000",""
"2021-10-31 02:00:00 to 2021-10-31 02:15:00","0.000",""
"2021-10-31 02:15:00 to 2021-10-31 02:30:00","0.000",""
"2021-10-31 02:30:00 to 2021-10-31 02:45:00","0.000",""
"2021-10-31 02:45:00 to 2021-10-31 03:00:00","0.000",""
"2021-10-31 03:00:00 to 2021-10-31 03:15:00","0.000",""
"2021-10-31 03:15:00 to 2021-10-31 03:30:00","0.000",""
"2021-10-31 03:30:00 to 2021-10-31 03:45:00","0.000",""
"2021-10-31 03:45:00 to 2021-10-31 04:00:00","0.000",""
"2021-10-31 04:00:00 to 2021-10-31 04:15:00","0.000",""
"2021-10-31 04:15:00 to 2021-10-31 04:30:00","0.000",""
"2021-10-31 04:30:00 to 2021-10-31 04:45:00","0.000",""
"2021-10-31 04:45:00 to 2021-10-31 05:00:00","0.000",""
"2021-10-31 05:00:00 to 2021-10-31 05:15:00","0.000",""
"2021-10-31 05:15:00 to 2021-10-31 05:30:00","0.000",""
"2021-10-31 05:30:00 to 2021-10-31 05:45:00","0.000",""
"2021-10-31 05:45:00 to 2021-10-31 06:00:00","0.000",""
"2021-10-31 06:00:00 to 2021-10-31 06:15:00","0.000",""
"2021-10-31 06:15:00 to 2021-10-31 06:30:00","0.000",""
"2021-10-31 06:30:00 to 2021-10-31 06:45:00","0.000",""
"2021-10-31 06:45:00 to 2021-10-31 07:00:00","0.000",""
"2021-10-31 07:00:00 to 2021-10-31 07:15:00","0.000",""
"2021-10-31 07:15:00 to 2021-10-31 07:30:00","0.000",""
"2021-10-31 07:30:00 to 2021-10-31 07:45:00","0.000",""
"2021-10-31 07:45:00 to 2021-10-31 08:00:00","0.000",""
"2021-10-31 08:00:00 to 2021-10-31 08:15:00","0.000",""
"2021-10-31 08:15:00 to 2021-10-31 08:30:00","0.000",""
"2021-10-31 08:30:00 to 2021-10-31 08:45:00","0.000",""
"2021-10-31 08:45:00 to 2021-10-31 09:00:00","0.000",""
"2021-10-31 09:00:00 to 2021-10-31 09:15:00","0.000",""
"2021-10-31 09:15:00 to 2021-10-31 09:30:00","0.000",""
"2021-10-31 09:30:00 to 2021-10-31 09:45:00","0.000",""
"2021-10-31 09:45:00 to 2021-10-31 10:00:00","0.010",""
"2021-10-31 10:00:00 to 2021-10-31 10:15:00","0.080",""
"2021-10-31 10:15:00 to 2021-10-31 10:30:00","0.220",""
"2021-10-31 10:30:00 to 2021-10-31 10:45:00","0.340",""
"2021-10-31 10:45:00 to 2021-10-31 11:00:00","0.440",""
"2021-10-31 11:00:00 to 2021-10-31 11:15:00","0.500",""
"2021-10-31 11:15:00 to 2021-10-31 11:30:00","0.600",""
"2021-10-31 11:30:00 to 2021-10-31 11:45:00","0.730",""
"2021-10-31 11:45:00 to 2021-10-31 12:00:00","0.830",""
"2021-10-31 12:00:00 to 2021-10-31 12:15:00","0.930",""
"2021-10-31 12:15:00 to 2021-10-31 12:30:00","1.030",""
"2021-10-31 12:30:00 to 2021-10-31 12:45:00","1.080",""
